idx,gp,year,circuit,compound,deg_r2,deg_rmse,deg_scope,deg_n_samples,outlap_scope,outlap_n_samples
115,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
116,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
117,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
118,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
119,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
120,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
121,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
122,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
123,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
124,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
125,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
126,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
127,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
128,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
129,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
130,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
131,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
132,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
133,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
134,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
135,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
136,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
137,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
138,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
139,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
140,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
141,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
142,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
143,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
144,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
145,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
146,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
147,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
148,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
149,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
150,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
151,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
152,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
153,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
154,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
155,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
156,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
157,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
158,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
159,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
160,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
161,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
162,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
163,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
164,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
165,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
166,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
167,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
168,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
169,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
170,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
171,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
172,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
173,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
174,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
175,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
176,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
177,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
178,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
179,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
180,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
181,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
182,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
183,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
184,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
185,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
186,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
187,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
188,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
189,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
190,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
191,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
192,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
193,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
194,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
195,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
196,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
197,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
198,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
199,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
200,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
201,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
202,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
203,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
204,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
205,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
206,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
207,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
208,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
209,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
210,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
211,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
212,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
213,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
214,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
215,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
216,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
217,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
218,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
219,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
220,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
221,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
222,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
223,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
224,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
225,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
226,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
227,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
228,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
229,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
230,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
231,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
232,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
233,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
234,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
235,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
236,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
237,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
238,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
239,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
240,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
241,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
242,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
243,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
244,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
245,monza,2023,monza,MEDIUM,,,missing,0,circuit_compound,28
